County,State,SizeRank,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nassau County,New York,23,455160,412758,419667,413308,405092,421933,429383,437975,453467,482808,507433,522825,541100
Nassau County,Florida,654,249340,197633,175850,186892,201433,220742,217608,212233,220475,251692,262642,288542,296500
Natrona County,Wyoming,639,175740,175967,167167,164000,176708,182208,198975,202933,196383,193167,192733,210075,215750
Navajo County,Arizona,497,#DIV/0!,#DIV/0!,#DIV/0!,153050,137692,145658,157192,163425,175067,187800,204883,225833,222650
Nelson County,Kentucky,887,103840,106458,106408,107467,110933,116775,110300,126958,136783,148292,152967,156592,161400
Nelson County,Virginia,1251,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,183142,206217,206425,206475,239100
Nevada County,California,535,382190,334858,304417,256867,259067,307008,333958,353700,377783,411675,448392,450883,450750
New Castle County,Delaware,109,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,210030,212842,217967,223075,227250
New Hanover County,North Carolina,285,210450,193225,190875,174542,169775,178217,185542,192425,195867,213425,225925,242167,256300
New Haven County,Connecticut,56,220700,200267,200917,194367,185592,189667,182542,181467,187667,192400,203183,206950,213650
New Kent County,Virginia,1212,#DIV/0!,227880,217475,204250,195783,195425,209225,226133,223650,243258,240950,258864,#DIV/0!
New London County,Connecticut,223,227290,209883,212758,198425,213333,200800,192342,187200,192875,209783,219258,224975,232350
New York County,New York,17,#DIV/0!,#DIV/0!,803543,825775,838400,843467,899950,978792,1050300,996733,994583,979150,927350
Newaygo County,Michigan,830,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,98811,103050,128333,162250
Newport County,Rhode Island,598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,381286,405500,393250,435750
Newport News City,Virginia,320,184510,178917,167358,150900,145708,149350,143692,150658,161925,163883,168975,174000,175500
Newton County,Georgia,525,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,113350,122200,129858,146308,160583,170600
Nez Perce County,Idaho,942,#DIV/0!,#DIV/0!,#DIV/0!,170644,159342,165267,169342,176075,184692,194400,208833,220100,242800
Niagara County,New York,269,86930,82817,93258,100717,92617,103633,100408,102200,106525,114358,117025,130658,128800
Nicollet County,Minnesota,1032,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,173940,185608,197850,211500
Noble County,Indiana,838,#DIV/0!,71900,80450,83325,82233,86550,99267,100833,110717,117433,121650,136925,150600
Norfolk City,Virginia,249,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,170042,179283,186192,197442,208600
Norfolk County,Massachusetts,84,345660,327883,348875,349325,341808,362792,383092,390283,404008,431858,455842,476458,492100
Northampton County,Pennsylvania,203,177410,167717,161992,138317,144142,142700,142000,147750,153542,161250,174867,178967,192900
Nye County,Nevada,879,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,154300,149600,167792,188392,222958,249850
Oakland County,Michigan,28,135670,92000,102408,101167,116075,147717,166008,178458,190725,208775,221033,229592,240300
Obion County,Tennessee,1047,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76245,72167,85733,87858,78900
Ocean County,New Jersey,102,257970,240942,229075,217425,203983,198667,214800,222517,229733,237533,243342,251225,263900
Oceana County,Michigan,1106,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86800,102267,99058,125100
Oconee County,South Carolina,649,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,159700,156767,148325,159983,158833,180050
Oconee County,Georgia,1030,237540,227783,213017,201525,198308,217358,213767,241600,252092,267542,293125,322900,319300
Oconto County,Wisconsin,963,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146290,155350,154450,138800
Ogle County,Illinois,783,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,120220,129525,126267,140550
Okaloosa County,Florida,319,194670,179733,174267,165633,166808,168933,171083,178183,194183,203142,218850,228267,242450
Okanogan County,Washington,922,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,165544,165508,154250,173575,177308,190142,207867,204817,197900
Okeechobee County,Florida,936,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,103467,111475,131242,138842,158500
Oklahoma County,Oklahoma,76,100210,99617,101167,104150,113142,122967,127317,137558,140308,142108,139958,154967,153900
Okmulgee County,Oklahoma,935,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76591,80958,82458,87800,74000
Oldham County,Kentucky,736,197430,190383,199108,214908,203725,207975,228200,237375,244300,260300,283925,302958,310100
Olmsted County,Minnesota,401,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,197229,209992,228108,238650
Oneida County,New York,255,93020,89583,94417,95117,97092,98758,101408,100233,105217,108533,121400,126383,130050
Oneida County,Wisconsin,988,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,162117,164608,152767,163025,165008,203500
Onondaga County,New York,133,116050,117517,120317,120117,121200,124617,120942,122100,124708,127425,135925,145383,153500
Ontario County,New York,491,127730,121667,128658,134058,141550,144767,143633,148575,143808,146433,165767,173218,#DIV/0!
Orange County,California,6,451700,401958,433042,415792,425542,512025,552283,580325,608783,616383,693983,706033,749650
Orange County,Florida,31,200710,129650,99775,100575,115333,140983,157392,173567,193125,213825,254617,258517,275250
Orange County,New York,169,263080,237817,219667,219375,214150,215650,201342,201758,202992,212975,229975,245042,260000
Orange County,North Carolina,425,236360,228758,251300,247617,234933,244733,241558,268117,276608,274608,290842,304767,306100
Orange County,Virginia,1017,216990,174433,173492,164208,165042,176250,189717,195800,208867,224825,223867,235533,260300
Orleans County,New York,893,72660,70233,79933,80542,80733,83508,75467,84608,79942,86225,96817,97592,108800
Orleans Parish,Louisiana,181,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,157475,159958,162950,175058,175258,185817,188308,208433,246850
Osage County,Oklahoma,839,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,107800,126033,127067,127275,129967,146117,155750
Osceola County,Florida,227,178800,114933,96583,93492,104467,126758,139392,150508,169825,186342,210750,228950,238600
Osceola County,Michigan,1154,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84543,90050,91467,94250
Oswego County,New York,453,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80663,91775,91050,93675,92575,90833,99883,97217,105450
Otero County,New Mexico,709,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,147467,145433,142725,151408,145800,165800
Otsego County,New York,722,120900,122642,111975,116442,120033,123167,117883,120650,119075,114192,126408,135042,141100
Otsego County,Michigan,1144,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96813,99683,114767,120567,132567,136350
Ottawa County,Michigan,232,131950,116692,120183,120900,125375,137258,144917,157183,171492,187642,201033,217608,224350
Ottawa County,Ohio,917,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,124767,142042,139117,166000
Otter Tail County,Minnesota,753,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,163580,173825,190050,198000
Ouachita Parish,Louisiana,380,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,150243,144850,148700,157100,154742,159550
Outagamie County,Wisconsin,327,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,134200,139275,148192,161600,169092,177000
Owen County,Indiana,1179,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,121671,132592,145408,155600
Ozaukee County,Wisconsin,585,232710,228283,234700,221258,210700,211100,214958,238042,236383,252583,281967,297625,291250
Pacific County,Washington,1188,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,155025,153025,153367,173867,211258,199000
Page County,Virginia,1146,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,132175,139017,126917,144667,150100,163900,172608,194250
Page County,Iowa,1241,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81527,90017,93950
Palm Beach County,Florida,24,215000,156833,142450,116933,127933,157342,180025,202183,221225,235292,250025,261742,286200
Park County,Colorado,1237,213880,181325,189650,190042,202092,208267,224942,250933,279092,311608,351067,378417,413200
Parker County,Texas,464,159810,157400,159725,163192,169358,181592,189233,203475,218208,247350,265392,268208,296200
Pasco County,Florida,134,129280,106475,103533,82250,85350,101458,106500,116467,134983,154983,190700,184517,#DIV/0!
Passaic County,New Jersey,121,341320,293883,277658,264900,255108,259792,263700,264942,273617,271375,291058,316475,333600
Paulding County,Georgia,402,122750,107092,100967,74717,77642,101542,119767,135775,143275,156375,173467,188850,207500
Payette County,Idaho,1163,134140,120400,106950,94850,97592,113692,121317,127267,142092,144625,179892,195100,231050
Payne County,Oklahoma,624,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146588,145358,162825,183550
Peach County,Georgia,1094,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,121271,120792,123517,126133,138375,132000
Pender County,North Carolina,798,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,252829,261500,232400,#DIV/0!
Pennington County,South Dakota,523,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,191700,203242,218742,232850
Pennington County,Minnesota,1261,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,142636,143933,145150,144642,#DIV/0!
Peoria County,Illinois,311,101260,99375,95900,95342,100942,94067,104017,103383,103892,106958,111117,104708,114150
Perry County,Pennsylvania,854,136560,131925,130175,134175,130567,133592,133983,136067,146617,140225,152758,155217,162900
Perry County,Missouri,1206,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,112450,118192,124267,131411,#DIV/0!
Person County,North Carolina,940,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,134411,161067,140700,154500,#DIV/0!
Phelps County,Missouri,862,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,92667,117567,118692,112583,124375,125833,120867,134858,140500
Philadelphia County,Pennsylvania,18,111720,113675,112092,106283,105042,109658,118750,118717,123500,140625,142642,161067,186300
Pickaway County,Ohio,764,116300,115000,120408,107575,107808,116783,126492,133992,140117,154825,158300,174825,187750
Pickens County,South Carolina,459,#DIV/0!,#DIV/0!,#DIV/0!,100780,106525,118742,119592,130925,132700,140875,153258,160475,168600
Pickens County,Georgia,1066,#DIV/0!,156700,143433,122067,117617,133917,143033,146900,166942,187158,199200,211225,234900
Pierce County,Washington,68,247240,226400,217775,190383,181700,198633,210842,232592,257900,286425,321350,350508,375250
Pierce County,Wisconsin,924,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,149609,170400,173900,186942,202883,214292,221800
Pike County,Missouri,1211,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96160,92833,106308,94717,105200
Pike County,Georgia,1216,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,153750,163508,185317,208050,205400
Pima County,Arizona,37,189520,162758,149333,125775,135450,154717,159867,157608,173758,188425,198717,214633,225200
Pinal County,Arizona,167,133880,100408,96550,86892,111725,132833,141133,151783,162567,177400,197917,217183,233000
Pine County,Minnesota,1063,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,118088,122883,137650,139567,152842,167083,180800
Pinellas County,Florida,49,161300,136125,129725,111692,120775,131625,142483,154250,173900,193242,213300,228433,241450
Pitt County,North Carolina,342,128600,127783,127417,125742,125883,128067,127950,126367,124142,128092,139942,146708,155100
Placer County,California,179,332710,291150,279958,258725,275383,332300,367425,380083,410592,438550,467583,487700,494950
Platte County,Missouri,569,170350,166808,170117,165058,161250,165658,174617,187917,201317,211442,225992,239300,239550
Platte County,Nebraska,1041,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,145233,154283,161192,175500
Plumas County,California,1202,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,204800,222867,234892,261758,275783,276800
Plymouth County,Massachusetts,125,281130,254183,266817,261392,252967,272425,289042,297433,313508,325933,352667,366333,379300
Plymouth County,Iowa,1129,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,126940,142750,131117,145083,159200,143783,165100,150400
Polk County,Florida,98,142880,102350,90508,84900,91033,105400,115475,123283,140983,156200,171342,181558,194100
Polk County,Iowa,147,135860,130067,127133,124158,127908,140342,141150,148633,156192,159217,166558,191267,202100
Polk County,Oregon,640,209770,205517,187658,170900,170083,180892,197392,214442,235483,256733,288108,298458,315000
Polk County,Texas,861,#DIV/0!,107900,106892,123117,127217,126450,126783,126883,125292,141892,148192,159725,155950
Polk County,Wisconsin,876,124070,110125,98783,98117,94883,114825,122158,131317,139750,151650,163383,180033,172100
Polk County,Georgia,916,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,89086,94567,102633,101700
Polk County,Missouri,1052,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,117136,124483,122267,131750,144810,#DIV/0!
Pope County,Arkansas,725,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102875,104650,111158,118417,131317,130150,134300
Poquoson City,Virginia,1265,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,278213,278933,264808,289900,320517,303942,296100
Portage County,Ohio,357,129800,115875,131792,123858,122850,124450,125483,140592,141333,149817,154083,160058,171400
Porter County,Indiana,350,161510,165542,165917,165650,169292,171683,163725,165850,173300,181892,185833,203033,203000
Portsmouth City,Virginia,549,156140,147867,134350,111975,115650,113442,116742,118800,127225,134258,141175,154375,148600
Posey County,Indiana,1118,#DIV/0!,#DIV/0!,#DIV/0!,96620,116892,113892,108950,119067,128967,134458,139875,138433,153800
Pottawatomie County,Oklahoma,669,#DIV/0!,86188,85375,83550,84650,90742,93625,97300,99208,109083,101867,119483,133800
Potter County,Texas,455,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,92317,85250,94108,96225,100792,108042,102550,113775,125250
Powhatan County,Virginia,1088,#DIV/0!,218375,232192,220025,220517,222833,215642,243600,267508,273825,280375,300842,288550
Preble County,Ohio,900,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,108971,117258,120708,119800
Price County,Wisconsin,1257,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68200,96225,95450,91283,78300
Prince George County,Virginia,991,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,175250,177542,188892,191058,190650,194017,221983,261400
Prince Georges County,Maryland,55,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,213950,219775,238292,256483,265725,285525,301200
Prince William County,Virginia,158,226100,189942,232242,236983,259150,289575,299683,310342,323208,335658,349800,365483,371100
Providence County,Rhode Island,91,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,214614,223908,233050,254150
Pueblo County,Colorado,367,101910,112875,111442,107417,104000,111908,119333,134142,147600,157742,167450,184400,198100
Pulaski County,Arkansas,164,126910,135400,139958,141050,145825,144367,136550,141025,140517,142433,142192,143075,158050
Pulaski County,Missouri,795,142670,151792,150342,149000,154733,139717,133333,130767,132800,120725,132375,148275,148250
Pulaski County,Virginia,1006,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,121600,127225,122833,118200
Putnam County,New York,528,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,280792,292983,296000,320783,330742,338200
Putnam County,Florida,647,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,73900,85767,92575,114567,132800
Putnam County,Tennessee,658,109020,106333,111075,113417,113292,116658,122242,125317,135808,147042,160600,163775,168200
Putnam County,West Virginia,767,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,171429,181083,195742,191600
Putnam County,Indiana,958,108250,92283,102108,105075,110408,105950,111133,117583,118083,131742,140642,152125,161700
Putnam County,Georgia,1185,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,206520,217608,231000,244375,256200
Queen Annes County,Maryland,835,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,273425,283275,311642,316483,316392,335000
Rabun County,Georgia,1235,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,160300,166500,167692,198167,200575,208100
Racine County,Wisconsin,299,151660,140417,131833,114700,109025,117142,128175,138400,139308,149175,164875,176167,#DIV/0!
Ramsey County,Minnesota,120,186030,160708,155492,138550,139417,158017,175567,185917,194308,207942,224925,237283,245350
Randall County,Texas,457,130310,131008,136533,137633,142650,144983,149933,153917,156700,157050,160075,166208,175050
Randolph County,North Carolina,403,109940,108383,102292,96267,104383,109758,106308,111200,119967,123025,130958,139983,149250
Randolph County,Indiana,1111,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72775,73933,78517,86800
Rankin County,Mississippi,404,142120,140892,145842,141525,144608,146242,149283,155892,162733,162650,176242,179458,182300
Rapides Parish,Louisiana,430,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146200,153817,148567,158000
Ravalli County,Montana,930,#DIV/0!,207083,215100,192942,192350,199350,220000,230700,237792,260992,281642,315075,312250
Ray County,Missouri,1156,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,93225,107892,108025,107167,131858,144483,#DIV/0!
Reno County,Kansas,704,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,106900,105242,108458,109192,110900,110100,107217,#DIV/0!
Rensselaer County,New York,366,162920,159342,158000,155533,158933,159900,160467,156833,158633,162600,168983,177525,183700
Rhea County,Tennessee,1046,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,97417,105675,110058,128517,129467,137058,142850
Rice County,Minnesota,705,165710,157350,144542,130758,134008,155450,159792,169767,180167,200267,207417,227433,242800
Richland County,South Carolina,163,128640,125300,125533,125858,114692,115492,115075,125000,127250,128408,139908,151192,165950
Richland County,Ohio,447,70500,66358,71833,66467,69658,73175,76450,86642,90600,94050,99000,111908,118800
Richmond City,Virginia,281,175020,154042,143758,136917,149425,172783,176908,181025,202508,200133,208392,216930,#DIV/0!
Richmond County,New York,132,378200,348117,358867,356108,353808,349817,358017,384633,404300,452850,489725,502275,506550
Riverside County,California,9,256550,179358,191325,185850,195783,246400,279225,295208,313425,332975,367608,383925,392500
Roane County,Tennessee,776,91300,89592,94158,98083,93233,93767,104442,111533,108975,126067,144650,147200,#DIV/0!
Roanoke City,Virginia,541,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,104889,115158,115667,123483,157500
Roanoke County,Virginia,560,180490,173342,174583,167017,164150,172625,167983,177942,173558,178050,182025,189558,209100
Robertson County,Tennessee,691,125910,121717,123992,122833,121875,131850,135717,147833,164908,177258,195575,209817,224700
Rock County,Wisconsin,360,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,107209,114375,127917,130108,144083,151567,162900
Rock Island County,Illinois,393,87470,89567,88017,85450,82192,87050,87808,95575,93042,90925,105958,101667,110550
Rockdale County,Georgia,589,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102540,114708,122133,125775,152883,156117,159200
Rockingham County,New Hampshire,208,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,312200,325725,345208,360300
Rockingham County,North Carolina,554,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,77300,80392,95900,125950
Rockland County,New York,195,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,385814,383433,391208,406767,419692,430025,435633,436900
Rockwall County,Texas,616,174420,172517,178917,175542,173492,185350,197725,213083,235017,264333,276325,281058,290250
Rogers County,Oklahoma,583,125780,124467,127458,121242,125567,132900,135025,140417,145350,145808,155083,163075,176350
Routt County,Colorado,1155,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,359620,351617,354333,416392,438492,442333,480200
Rowan County,North Carolina,410,116110,109967,99783,91258,101333,92308,100192,109142,117425,118958,129658,142700,154200
Rutherford County,Tennessee,233,132910,128767,130450,125050,127783,135483,145267,159775,176608,201275,223100,241558,259300
Rutherford County,North Carolina,678,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,122680,116650,131358,131492,138200,164050
Sacramento County,California,22,205330,168233,172233,155375,162033,215125,246975,264100,291917,314850,341983,356925,370650
Sagadahoc County,Maine,997,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,196300,210400,232233,238700
Saint Bernard Parish,Louisiana,989,#DIV/0!,#DIV/0!,#DIV/0!,82400,80692,96875,104050,114450,127817,138075,140933,144817,160600
Saint Charles County,Missouri,173,#DIV/0!,#DIV/0!,168529,156483,157408,164183,173767,180667,184867,193525,205192,223708,234950
Saint Charles Parish,Louisiana,788,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,165964,186692,180958,186008,196225,204333,237000
Saint Clair County,Michigan,351,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,122722,126158,136317,147725,155450
Saint Clair County,Alabama,595,145010,149617,143808,135033,135792,144833,140283,147167,156192,157833,169508,181725,199900
Saint Croix County,Wisconsin,591,173640,160250,147475,142475,139525,166267,173892,194058,205133,220800,242975,260442,247400
Saint Francois County,Missouri,698,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78860,83975,85583,98375,104525,114342,117475,124883,124700
Saint John the Baptist Parish,Louisiana,856,157930,156733,144992,134383,122733,120458,130425,136333,142942,152983,156908,159283,151300
Saint Johns County,Florida,305,260730,209625,193650,191075,176525,192458,200800,215800,225675,242533,260267,296150,339500
Saint Joseph County,Indiana,230,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,98900,100958,105667,111450,121883,125617,133975,144100
Saint Joseph County,Michigan,728,76780,53600,61317,60658,55500,63167,76633,81058,89150,98475,115417,119000,118250
Saint Lawrence County,New York,481,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68433,76150,86175,78067,76892,79325,73100
Saint Louis City,Missouri,190,109790,104508,106317,97250,89817,108742,121083,128908,128692,137592,137867,144200,156250
Saint Louis County,Missouri,36,137220,125983,130017,120925,119542,135267,145717,161725,159192,160325,160792,168842,172100
Saint Louis County,Minnesota,291,121320,112700,112375,111717,114125,123933,126858,128625,136758,141458,144533,155333,160150
Saint Lucie County,Florida,219,142720,104525,96250,94967,98667,113200,124092,143550,163475,182525,197842,207492,216200
Saint Marys County,Maryland,506,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,250650,246408,247992,227175,229558,247800,263942,267658,276350
Saint Tammany Parish,Louisiana,256,192120,182633,181358,174692,161342,173917,170650,181683,188050,189542,201733,206967,229500
Salem City,Virginia,1132,#DIV/0!,151750,148125,142175,136258,151700,148958,151550,149667,152392,151417,160517,182600
Salem County,New Jersey,693,160620,152183,149300,134317,136350,146667,126733,128592,111300,103150,84042,116950,128250
Saline County,Arkansas,500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,151873,152558,161875,170000
Saline County,Kansas,765,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,101944,101625,109583,128458,113892,127275,124625,132242,138750
Salt Lake County,Utah,34,220610,216100,207592,186350,192483,220883,230142,241692,258117,284242,310450,335058,355200
Sampson County,North Carolina,713,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100350,94342,110250,110555,#DIV/0!
San Benito County,California,770,324790,257708,277175,257050,267792,352958,410775,454533,491967,531692,562858,584092,575150
San Bernardino County,California,10,221060,145192,150867,148100,156825,193542,228483,248517,266292,280825,314442,326175,342000
San Diego County,California,5,350920,300767,329533,317467,333092,395142,429600,453975,482017,520142,555217,564250,587800
